as_of_date,label_date,availability_date,feature_id,security_id,sector,raw_value,feature_value,forward_5d_return,missing_flag,duplicate_flag,restated_flag,point_in_time_violation
2025-12-04,2025-12-11,2025-12-06,FEAT001,SEC010,Industrials,-0.4428,-0.4428,0.02255,0,0,0,0
2025-12-05,2025-12-12,2025-12-05,FEAT001,SEC010,Industrials,-0.36036,-0.36036,-0.00496,0,0,0,0
2025-12-08,2025-12-15,2025-12-10,FEAT001,SEC010,Industrials,-0.49414,-0.49414,-0.04024,0,0,0,0
2025-12-09,2025-12-16,2025-12-09,FEAT001,SEC010,Industrials,-0.21071,-0.21071,-0.05598,0,0,0,0
2025-12-10,2025-12-17,2025-12-11,FEAT001,SEC010,Industrials,-0.28658,-0.28658,-0.01105,0,0,0,0
2025-12-11,2025-12-18,2025-12-12,FEAT001,SEC010,Industrials,-0.33498,-0.33498,-0.0393,0,0,0,0
2025-12-12,2025-12-19,2025-12-12,FEAT001,SEC010,Industrials,-0.17458,-0.17458,-0.05177,0,0,0,0
2025-12-15,2025-12-22,2025-12-16,FEAT001,SEC010,Industrials,-0.503,-0.503,-0.05798,0,0,0,0
2025-12-16,2025-12-23,2025-12-16,FEAT001,SEC010,Industrials,-0.33746,-0.33746,-0.04044,0,0,0,0
2025-12-17,2025-12-24,2025-12-17,FEAT001,SEC010,Industrials,-0.2063,-0.2063,-0.00242,0,0,0,0
2025-12-18,2025-12-25,2025-12-18,FEAT001,SEC010,Industrials,-0.24629,-0.24629,-0.02555,0,0,0,0
2025-12-19,2025-12-26,2025-12-19,FEAT001,SEC010,Industrials,-0.05585,-0.05585,-0.03124,0,0,0,0
2025-12-22,2025-12-29,2025-12-23,FEAT001,SEC010,Industrials,0.04479,0.04479,0.03822,0,1,0,0
2025-12-23,2025-12-30,2025-12-24,FEAT001,SEC010,Industrials,,,0.04175,1,0,0,0
2025-12-24,2025-12-31,2025-12-24,FEAT001,SEC010,Industrials,0.10205,0.10205,-0.05518,0,0,0,0
2025-12-25,2026-01-01,2025-12-25,FEAT001,SEC010,Industrials,-0.06247,-0.06247,-0.02151,0,0,0,0
2025-12-26,2026-01-02,2025-12-26,FEAT001,SEC010,Industrials,0.20726,0.20726,-0.02188,0,0,0,0
2025-12-29,2026-01-05,2025-12-30,FEAT001,SEC010,Industrials,-0.06517,-0.06517,-0.02035,0,0,0,0
2025-12-30,2026-01-06,2025-12-30,FEAT001,SEC010,Industrials,-0.52175,-0.52175,-0.02813,0,0,0,0
2025-12-31,2026-01-07,2025-12-31,FEAT001,SEC010,Industrials,,,-0.09493,1,0,0,0
2026-01-01,2026-01-08,2026-01-02,FEAT001,SEC010,Industrials,-0.40412,-0.40412,-0.00139,0,0,0,0
2026-01-02,2026-01-09,2026-01-05,FEAT001,SEC010,Industrials,-0.67832,-0.67832,-0.04921,0,0,0,0
2026-01-05,2026-01-12,2026-01-05,FEAT001,SEC010,Industrials,,,-0.06014,1,0,0,0
2026-01-06,2026-01-13,2026-01-06,FEAT001,SEC010,Industrials,-0.66541,-0.66541,-0.04591,0,0,0,0
2026-01-07,2026-01-14,2026-01-07,FEAT001,SEC010,Industrials,-0.44757,-0.44757,0.01197,0,0,0,0
2026-01-08,2026-01-15,2026-01-08,FEAT001,SEC010,Industrials,-0.49523,-0.49523,-0.02755,0,0,0,0
2026-01-09,2026-01-16,2026-01-10,FEAT001,SEC010,Industrials,-0.70615,-0.70615,-0.04692,0,0,0,0
2026-01-12,2026-01-19,2026-01-14,FEAT001,SEC010,Industrials,,,-0.06642,1,0,0,0
2026-01-13,2026-01-20,2026-01-13,FEAT001,SEC010,Industrials,-0.41183,-0.41183,-0.00923,0,0,0,0
2026-01-14,2026-01-21,2026-01-14,FEAT001,SEC010,Industrials,-0.92639,-0.92639,-0.05075,0,0,0,0
2026-01-15,2026-01-22,2026-01-16,FEAT001,SEC010,Industrials,-0.80613,-0.80613,-0.07674,0,0,0,0
2026-01-16,2026-01-23,2026-01-16,FEAT001,SEC010,Industrials,-0.44663,-0.44663,-0.07983,0,0,0,0
2026-01-19,2026-01-26,2026-01-19,FEAT001,SEC010,Industrials,-0.77145,-0.77145,-0.08816,0,0,0,0
2026-01-20,2026-01-27,2026-01-20,FEAT001,SEC010,Industrials,-1.00383,-1.00383,-0.10652,0,0,0,0
2026-01-21,2026-01-28,2026-01-21,FEAT001,SEC010,Industrials,-0.52103,-0.52103,0.02617,0,0,0,0
2026-01-22,2026-01-29,2026-01-22,FEAT001,SEC010,Industrials,-0.34925,-0.34925,-0.05879,0,0,0,0
2026-01-23,2026-01-30,2026-01-24,FEAT001,SEC010,Industrials,-0.72844,-0.72844,-0.0585,0,0,0,0
2026-01-26,2026-02-02,2026-01-26,FEAT001,SEC010,Industrials,-1.18654,-1.18654,-0.05248,0,0,0,0
2026-01-27,2026-02-03,2026-01-29,FEAT001,SEC010,Industrials,-1.48703,-1.48703,-0.01936,0,0,0,0
2026-01-28,2026-02-04,2026-01-30,FEAT001,SEC010,Industrials,-1.298,-1.298,-0.11319,0,0,0,0
2026-01-29,2026-02-05,2026-01-29,FEAT001,SEC010,Industrials,-1.33427,-1.33427,-0.01319,0,0,0,0
2026-01-30,2026-02-06,2026-01-31,FEAT001,SEC010,Industrials,-0.87631,-0.87631,-0.06564,0,0,0,0
2026-02-02,2026-02-09,2026-02-03,FEAT001,SEC010,Industrials,-0.61323,-0.61323,-0.05426,0,0,0,0
2026-02-03,2026-02-10,2026-02-05,FEAT001,SEC010,Industrials,-0.68508,-0.68508,0.02351,0,0,0,0
2026-02-04,2026-02-11,2026-02-05,FEAT001,SEC010,Industrials,-0.6637,-0.6637,-0.06684,0,0,0,0
2026-02-05,2026-02-12,2026-02-05,FEAT001,SEC010,Industrials,-0.45337,-0.45337,-0.07005,0,0,0,0
2026-02-06,2026-02-13,2026-02-06,FEAT001,SEC010,Industrials,-0.56706,-0.56706,-0.00481,0,0,0,0
2026-02-09,2026-02-16,2026-02-09,FEAT001,SEC010,Industrials,0.10414,0.10414,-0.01478,0,0,0,0
2026-02-10,2026-02-17,2026-02-10,FEAT001,SEC010,Industrials,-0.22185,-0.22185,0.0474,0,0,0,0
2026-02-11,2026-02-18,2026-02-12,FEAT001,SEC010,Industrials,-0.49266,-0.49266,-0.07435,0,0,0,0
2026-02-12,2026-02-19,2026-02-12,FEAT001,SEC010,Industrials,-0.47408,-0.47408,0.03072,0,0,0,0
2026-02-13,2026-02-20,2026-02-13,FEAT001,SEC010,Industrials,-0.33359,-0.33359,0.02474,0,0,0,0
2026-02-16,2026-02-23,2026-02-16,FEAT001,SEC010,Industrials,-0.19924,-0.19924,-0.05479,0,0,0,0
2026-02-17,2026-02-24,2026-02-17,FEAT001,SEC010,Industrials,-0.01025,-0.01025,-0.00475,0,0,0,0
2026-02-18,2026-02-25,2026-02-19,FEAT001,SEC010,Industrials,0.2994,0.2994,0.02912,0,0,0,0
2026-02-19,2026-02-26,2026-02-19,FEAT001,SEC010,Industrials,-0.08382,-0.08382,0.02948,0,0,0,0
2026-02-20,2026-02-27,2026-02-20,FEAT001,SEC010,Industrials,-0.18028,-0.18028,-0.01229,0,0,0,0
2026-02-23,2026-03-02,2026-02-24,FEAT001,SEC010,Industrials,0.19079,0.19079,-0.00192,0,0,0,0
2026-02-24,2026-03-03,2026-02-25,FEAT001,SEC010,Industrials,0.1753,0.1753,-0.00907,0,0,0,0
2026-02-25,2026-03-04,2026-02-25,FEAT001,SEC010,Industrials,0.54881,0.54881,0.03952,0,0,0,0
2026-02-26,2026-03-05,2026-02-26,FEAT001,SEC010,Industrials,-0.05089,-0.05089,-0.00144,0,0,0,0
2026-02-27,2026-03-06,2026-02-27,FEAT001,SEC010,Industrials,-0.38548,-0.38548,0.0177,0,0,0,0
2025-10-01,2025-10-08,2025-10-01,FEAT001,SEC011,Financials,0.04213,0.04213,-0.00839,0,0,0,0
2025-10-02,2025-10-09,2025-10-04,FEAT001,SEC011,Financials,-0.31176,-0.31176,0.01423,0,0,0,0
2025-10-03,2025-10-10,2025-10-03,FEAT001,SEC011,Financials,-0.13673,-0.13673,-0.04591,0,0,0,0
2025-10-06,2025-10-13,2025-10-08,FEAT001,SEC011,Financials,0.03902,0.03902,-0.05402,0,0,0,0
2025-10-07,2025-10-14,2025-10-08,FEAT001,SEC011,Financials,-0.28631,-0.28631,-0.02862,0,0,0,0
2025-10-08,2025-10-15,2025-10-10,FEAT001,SEC011,Financials,0.0253,0.0253,0.05204,0,0,0,0
2025-10-09,2025-10-16,2025-10-11,FEAT001,SEC011,Financials,-0.35576,-0.35576,-0.05397,0,0,0,0
2025-10-10,2025-10-17,2025-10-10,FEAT001,SEC011,Financials,-0.1477,-0.1477,0.01823,0,0,0,0
2025-10-13,2025-10-20,2025-10-15,FEAT001,SEC011,Financials,-0.23633,-0.23633,-0.01188,0,0,0,0
2025-10-14,2025-10-21,2025-10-14,FEAT001,SEC011,Financials,-0.53235,-0.53235,-0.1054,0,0,0,0
2025-10-15,2025-10-22,2025-10-15,FEAT001,SEC011,Financials,-0.41168,-0.41168,0.03089,0,0,0,0
2025-10-16,2025-10-23,2025-10-16,FEAT001,SEC011,Financials,-0.43359,-0.43359,-0.05863,0,0,0,0
2025-10-17,2025-10-24,2025-10-17,FEAT001,SEC011,Financials,-0.18043,-0.18043,-0.05177,0,0,0,0
2025-10-20,2025-10-27,2025-10-20,FEAT001,SEC011,Financials,-0.14552,-0.14552,-0.02669,0,0,0,0
2025-10-21,2025-10-28,2025-10-21,FEAT001,SEC011,Financials,-0.4368,-0.4368,-0.05377,0,0,0,0
2025-10-22,2025-10-29,2025-10-23,FEAT001,SEC011,Financials,-0.26558,-0.26558,0.03345,0,0,0,0
2025-10-23,2025-10-30,2025-10-24,FEAT001,SEC011,Financials,-1.00169,-1.00169,-0.0392,0,0,0,0
2025-10-24,2025-10-31,2025-10-25,FEAT001,SEC011,Financials,-0.5762,-0.5762,-0.00133,0,0,0,0
2025-10-27,2025-11-03,2025-10-28,FEAT001,SEC011,Financials,-0.51471,-0.51471,0.05527,0,0,0,0
2025-10-28,2025-11-04,2025-10-28,FEAT001,SEC011,Financials,-0.2912,-0.2912,0.02069,0,0,0,0
2025-10-29,2025-11-05,2025-10-31,FEAT001,SEC011,Financials,0.1471,0.1471,0.03618,0,0,0,0
2025-10-30,2025-11-06,2025-10-31,FEAT001,SEC011,Financials,0.33801,0.33801,0.04301,0,0,0,0
2025-10-31,2025-11-07,2025-11-01,FEAT001,SEC011,Financials,0.34777,0.34777,-0.01143,0,0,0,0
2025-11-03,2025-11-10,2025-11-05,FEAT001,SEC011,Financials,0.26719,0.26719,0.0122,0,0,0,0
2025-11-04,2025-11-11,2025-11-05,FEAT001,SEC011,Financials,0.30961,0.30961,-0.02128,0,0,0,0
2025-11-05,2025-11-12,2025-11-05,FEAT001,SEC011,Financials,-0.01837,-0.01837,0.05107,0,0,0,0
2025-11-06,2025-11-13,2025-11-08,FEAT001,SEC011,Financials,0.11892,0.11892,0.09017,0,0,0,0
2025-11-07,2025-11-14,2025-11-10,FEAT001,SEC011,Financials,0.39906,0.39906,0.01841,0,0,0,0
2025-11-10,2025-11-17,2025-11-10,FEAT001,SEC011,Financials,-0.3489,-0.3489,-0.03893,0,0,0,0
2025-11-11,2025-11-18,2025-11-11,FEAT001,SEC011,Financials,-0.56779,-0.56779,-0.04083,0,0,0,0
2025-11-12,2025-11-19,2025-11-12,FEAT001,SEC011,Financials,-0.54983,-0.54983,-0.02615,0,0,0,0
2025-11-13,2025-11-20,2025-11-13,FEAT001,SEC011,Financials,-0.75378,-0.75378,-0.00929,0,0,0,0
2025-11-14,2025-11-21,2025-11-15,FEAT001,SEC011,Financials,-0.80736,-0.80736,-0.01074,0,0,0,0
2025-11-17,2025-11-24,2025-11-18,FEAT001,SEC011,Financials,-0.90511,-0.90511,0.02763,0,0,0,0
2025-11-18,2025-11-25,2025-11-19,FEAT001,SEC011,Financials,-0.38829,-0.38829,-0.00992,0,0,0,0
2025-11-19,2025-11-26,2025-11-19,FEAT001,SEC011,Financials,-0.30549,-0.30549,-0.0032,0,0,0,0
2025-11-20,2025-11-27,2025-11-21,FEAT001,SEC011,Financials,-0.0425,-0.0425,0.01591,0,0,0,0
2025-11-21,2025-11-28,2025-11-22,FEAT001,SEC011,Financials,-0.34274,-0.34274,-0.05165,0,0,0,0
2025-11-24,2025-12-01,2025-11-24,FEAT001,SEC011,Financials,-0.3008,-0.3008,-0.03851,0,0,0,0
2025-11-25,2025-12-02,2025-11-27,FEAT001,SEC011,Financials,-0.18602,-0.18602,0.01332,0,0,0,0
2025-11-26,2025-12-03,2025-11-26,FEAT001,SEC011,Financials,-0.44448,-0.44448,-0.00178,0,0,0,0
2025-11-27,2025-12-04,2025-11-27,FEAT001,SEC011,Financials,-0.60559,-0.60559,-0.03825,0,0,0,0
2025-11-28,2025-12-05,2025-11-29,FEAT001,SEC011,Financials,-0.65009,-0.65009,-0.05257,0,0,0,0
2025-12-01,2025-12-08,2025-12-01,FEAT001,SEC011,Financials,-0.33279,-0.33279,-0.0185,0,0,0,0
2025-12-02,2025-12-09,2025-12-04,FEAT001,SEC011,Financials,-0.21387,-0.21387,0.02276,0,0,0,0
2025-12-03,2025-12-10,2025-12-03,FEAT001,SEC011,Financials,-0.26686,-0.26686,0.0164,0,0,0,0
2025-12-04,2025-12-11,2025-12-04,FEAT001,SEC011,Financials,-0.24947,-0.24947,-0.09774,0,0,0,0
2025-12-05,2025-12-12,2025-12-05,FEAT001,SEC011,Financials,-0.15779,-0.15779,0.03484,0,0,0,0
2025-12-08,2025-12-15,2025-12-09,FEAT001,SEC011,Financials,0.03843,0.03843,0.03376,0,0,0,0
2025-12-09,2025-12-16,2025-12-10,FEAT001,SEC011,Financials,0.18871,0.18871,-0.00897,0,0,0,0
2025-12-10,2025-12-17,2025-12-10,FEAT001,SEC011,Financials,0.18236,0.18236,-0.00372,0,0,0,0
2025-12-11,2025-12-18,2025-12-12,FEAT001,SEC011,Financials,0.07609,0.07609,0.01991,0,0,0,0
2025-12-12,2025-12-19,2025-12-13,FEAT001,SEC011,Financials,0.20743,0.20743,-0.04034,0,0,0,0
2025-12-15,2025-12-22,2025-12-17,FEAT001,SEC011,Financials,0.0439,0.0439,0.03839,0,0,0,0
2025-12-16,2025-12-23,2025-12-17,FEAT001,SEC011,Financials,-0.12866,-0.12866,-0.01207,0,0,0,0
2025-12-17,2025-12-24,2025-12-19,FEAT001,SEC011,Financials,-0.13286,-0.13286,-0.07213,0,0,0,0
2025-12-18,2025-12-25,2025-12-18,FEAT001,SEC011,Financials,-0.39794,-0.39794,-0.06193,0,0,0,0
2025-12-19,2025-12-26,2025-12-19,FEAT001,SEC011,Financials,-0.65149,-0.65149,0.02078,0,0,0,0
2025-12-22,2025-12-29,2025-12-23,FEAT001,SEC011,Financials,-0.8014,-0.8014,-0.07863,0,0,0,0
2025-12-23,2025-12-30,2025-12-24,FEAT001,SEC011,Financials,-1.16866,-1.16866,-0.08509,0,0,0,0
2025-12-24,2025-12-31,2025-12-24,FEAT001,SEC011,Financials,-1.13192,-1.13192,-0.02857,0,0,0,0
2025-12-25,2026-01-01,2025-12-25,FEAT001,SEC011,Financials,-0.3091,-0.3091,0.03235,0,0,0,0
2025-12-26,2026-01-02,2025-12-26,FEAT001,SEC011,Financials,-0.04721,-0.04721,-0.02095,0,0,0,0
2025-12-29,2026-01-05,2025-12-30,FEAT001,SEC011,Financials,-0.27096,-0.27096,0.01995,0,0,0,0
2025-12-30,2026-01-06,2025-12-31,FEAT001,SEC011,Financials,-0.41528,-0.41528,-0.07088,0,0,0,0
2025-12-31,2026-01-07,2025-12-31,FEAT001,SEC011,Financials,-0.42916,-0.42916,0.03725,0,0,0,0
2026-01-01,2026-01-08,2026-01-01,FEAT001,SEC011,Financials,-0.49688,-0.49688,-0.04114,0,0,0,0
2026-01-02,2026-01-09,2026-01-02,FEAT001,SEC011,Financials,-0.99307,-0.99307,-0.00633,0,0,0,0
2026-01-05,2026-01-12,2026-01-05,FEAT001,SEC011,Financials,-0.34382,-0.34382,0.01452,0,0,0,0
2026-01-06,2026-01-13,2026-01-07,FEAT001,SEC011,Financials,-0.14763,-0.14763,-0.00504,0,0,1,0
2026-01-07,2026-01-14,2026-01-08,FEAT001,SEC011,Financials,-0.14553,-0.14553,-0.01615,0,0,0,0
2026-01-08,2026-01-15,2026-01-08,FEAT001,SEC011,Financials,0.206,0.206,0.049,0,0,0,0
2026-01-09,2026-01-16,2026-01-09,FEAT001,SEC011,Financials,0.23523,0.23523,-0.01462,0,0,0,0
2026-01-12,2026-01-19,2026-01-14,FEAT001,SEC011,Financials,-0.0214,-0.0214,0.0468,0,0,0,0
2026-01-13,2026-01-20,2026-01-13,FEAT001,SEC011,Financials,-0.25858,-0.25858,0.07181,0,0,0,0
2026-01-14,2026-01-21,2026-01-14,FEAT001,SEC011,Financials,-0.77433,-0.77433,0.01258,0,0,0,0
2026-01-15,2026-01-22,2026-01-15,FEAT001,SEC011,Financials,-0.40573,-0.40573,-0.0021,0,0,0,0
2026-01-16,2026-01-23,2026-01-17,FEAT001,SEC011,Financials,0.07087,0.07087,-0.01616,0,0,0,0
2026-01-19,2026-01-26,2026-01-20,FEAT001,SEC011,Financials,0.14866,0.14866,0.04111,0,0,0,0
2026-01-20,2026-01-27,2026-01-21,FEAT001,SEC011,Financials,0.0846,0.0846,0.02689,0,0,0,0
2026-01-21,2026-01-28,2026-01-22,FEAT001,SEC011,Financials,-0.19638,-0.19638,0.07867,0,0,0,0
2026-01-22,2026-01-29,2026-01-23,FEAT001,SEC011,Financials,-0.62274,-0.62274,-0.04191,0,0,0,0
2026-01-23,2026-01-30,2026-01-24,FEAT001,SEC011,Financials,-0.46949,-0.46949,-0.01428,0,0,0,0
2026-01-26,2026-02-02,2026-01-27,FEAT001,SEC011,Financials,-0.44255,-0.44255,-0.037,0,0,0,0
2026-01-27,2026-02-03,2026-01-27,FEAT001,SEC011,Financials,-0.38768,-0.38768,-0.02659,0,0,0,0
2026-01-28,2026-02-04,2026-01-28,FEAT001,SEC011,Financials,-0.30417,-0.30417,0.00864,0,0,0,0
2026-01-29,2026-02-05,2026-01-31,FEAT001,SEC011,Financials,-0.05316,-0.05316,0.02474,0,0,0,0
2026-01-30,2026-02-06,2026-01-30,FEAT001,SEC011,Financials,-0.62393,-0.62393,-0.06401,0,0,0,0
2026-02-02,2026-02-09,2026-02-04,FEAT001,SEC011,Financials,-0.3727,-0.3727,-0.01274,0,0,0,0
2026-02-03,2026-02-10,2026-02-03,FEAT001,SEC011,Financials,-0.66883,-0.66883,-0.05866,0,0,0,0
2026-02-04,2026-02-11,2026-02-04,FEAT001,SEC011,Financials,-0.40006,-0.40006,-0.01202,0,0,0,0
2026-02-05,2026-02-12,2026-02-06,FEAT001,SEC011,Financials,-0.03262,-0.03262,-0.02883,0,0,0,0
2026-02-06,2026-02-13,2026-02-08,FEAT001,SEC011,Financials,-0.41772,-0.41772,0.0106,0,0,0,0
2026-02-09,2026-02-16,2026-02-10,FEAT001,SEC011,Financials,-0.16365,-0.16365,0.03683,0,0,0,0
2026-02-10,2026-02-17,2026-02-10,FEAT001,SEC011,Financials,-0.11572,-0.11572,-0.05729,0,0,0,0
2026-02-11,2026-02-18,2026-02-12,FEAT001,SEC011,Financials,-0.05902,-0.05902,-0.01695,0,0,1,0
2026-02-12,2026-02-19,2026-02-13,FEAT001,SEC011,Financials,-0.40917,-0.40917,0.03451,0,0,0,0
2026-02-13,2026-02-20,2026-02-13,FEAT001,SEC011,Financials,0.00882,0.00882,-0.041,0,0,0,0
2026-02-16,2026-02-23,2026-02-18,FEAT001,SEC011,Financials,-0.12922,-0.12922,0.02787,0,0,0,0
2026-02-17,2026-02-24,2026-02-17,FEAT001,SEC011,Financials,-0.59553,-0.59553,-0.00038,0,0,0,0
2026-02-18,2026-02-25,2026-02-19,FEAT001,SEC011,Financials,-0.39104,-0.39104,-0.00671,0,0,0,0
2026-02-19,2026-02-26,2026-02-19,FEAT001,SEC011,Financials,-0.45879,-0.45879,-0.00445,0,0,0,0
2026-02-20,2026-02-27,2026-02-20,FEAT001,SEC011,Financials,0.15676,0.15676,0.0207,0,0,0,0
2026-02-23,2026-03-02,2026-02-25,FEAT001,SEC011,Financials,-0.24549,-0.24549,0.02572,0,0,0,0
2026-02-24,2026-03-03,2026-02-27,FEAT001,SEC011,Financials,-0.37668,-0.37668,-0.10725,0,0,0,0
2026-02-25,2026-03-04,2026-02-25,FEAT001,SEC011,Financials,-0.01538,-0.01538,0.01016,0,0,0,0
2026-02-26,2026-03-05,2026-03-01,FEAT001,SEC011,Financials,-0.17259,-0.17259,0.01154,0,0,0,0
2026-02-27,2026-03-06,2026-02-27,FEAT001,SEC011,Financials,-0.22831,-0.22831,-0.01798,0,0,0,0
2025-10-01,2025-10-08,2025-10-02,FEAT001,SEC012,Energy,-1.54887,-1.54887,-0.085,0,0,0,0
2025-10-02,2025-10-09,2025-10-03,FEAT001,SEC012,Energy,-1.53037,-1.53037,-0.06326,0,0,0,0
2025-10-03,2025-10-10,2025-10-04,FEAT001,SEC012,Energy,-1.2765,-1.2765,-0.09485,0,0,0,0
2025-10-06,2025-10-13,2025-10-07,FEAT001,SEC012,Energy,-0.92603,-0.92603,-0.02132,0,0,0,0
2025-10-07,2025-10-14,2025-10-08,FEAT001,SEC012,Energy,-0.68321,-0.68321,-0.01876,0,0,0,0
2025-10-08,2025-10-15,2025-10-08,FEAT001,SEC012,Energy,-0.63154,-0.63154,-0.01952,0,0,0,0
2025-10-09,2025-10-16,2025-10-10,FEAT001,SEC012,Energy,-0.87896,-0.87896,-0.05529,0,0,0,0
2025-10-10,2025-10-17,2025-10-10,FEAT001,SEC012,Energy,-1.09247,-1.09247,-0.00838,0,0,0,0
2025-10-13,2025-10-20,2025-10-13,FEAT001,SEC012,Energy,-0.52255,-0.52255,0.05054,0,0,0,0
2025-10-14,2025-10-21,2025-10-15,FEAT001,SEC012,Energy,-0.30211,-0.30211,-0.05243,0,0,0,0
2025-10-15,2025-10-22,2025-10-16,FEAT001,SEC012,Energy,-0.1724,-0.1724,-0.03218,0,0,0,0
2025-10-16,2025-10-23,2025-10-16,FEAT001,SEC012,Energy,-0.64925,-0.64925,-0.12476,0,0,0,0
2025-10-17,2025-10-24,2025-10-17,FEAT001,SEC012,Energy,-0.1718,-0.1718,-0.02231,0,0,0,0
2025-10-20,2025-10-27,2025-10-21,FEAT001,SEC012,Energy,-0.3416,-0.3416,-0.01366,0,0,0,0
2025-10-21,2025-10-28,2025-10-23,FEAT001,SEC012,Energy,-0.2447,-0.2447,-0.03679,0,0,0,0
2025-10-22,2025-10-29,2025-10-22,FEAT001,SEC012,Energy,-0.50061,-0.50061,-0.0266,0,0,0,0
2025-10-23,2025-10-30,2025-10-25,FEAT001,SEC012,Energy,-0.56686,-0.56686,-0.04807,0,0,0,0
2025-10-24,2025-10-31,2025-10-24,FEAT001,SEC012,Energy,-0.72219,-0.72219,-0.01876,0,0,0,0
2025-10-27,2025-11-03,2025-10-29,FEAT001,SEC012,Energy,-0.49088,-0.49088,-0.03921,0,0,0,0
2025-10-28,2025-11-04,2025-10-29,FEAT001,SEC012,Energy,-0.3415,-0.3415,-0.07948,0,0,0,0
2025-10-29,2025-11-05,2025-10-29,FEAT001,SEC012,Energy,-0.37501,-0.37501,-0.02823,0,0,0,0
2025-10-30,2025-11-06,2025-10-30,FEAT001,SEC012,Energy,-0.22144,-0.22144,0.0066,0,0,0,0
2025-10-31,2025-11-07,2025-10-31,FEAT001,SEC012,Energy,-0.0948,-0.0948,-0.01113,0,0,0,0
2025-11-03,2025-11-10,2025-11-05,FEAT001,SEC012,Energy,-0.44162,-0.44162,-0.05851,0,0,0,0
2025-11-04,2025-11-11,2025-11-04,FEAT001,SEC012,Energy,-1.01281,-1.01281,0.02101,0,0,0,0
2025-11-05,2025-11-12,2025-11-05,FEAT001,SEC012,Energy,-1.09503,-1.09503,-0.00988,0,0,0,0
2025-11-06,2025-11-13,2025-11-06,FEAT001,SEC012,Energy,-0.98297,-0.98297,-0.03495,0,0,0,0
2025-11-07,2025-11-14,2025-11-07,FEAT001,SEC012,Energy,-0.62468,-0.62468,-0.03817,0,0,0,0
2025-11-10,2025-11-17,2025-11-10,FEAT001,SEC012,Energy,-0.41106,-0.41106,-0.02679,0,0,0,0
2025-11-11,2025-11-18,2025-11-11,FEAT001,SEC012,Energy,-0.48177,-0.48177,-0.03261,0,0,1,0
2025-11-12,2025-11-19,2025-11-13,FEAT001,SEC012,Energy,-0.6629,-0.6629,-0.01977,0,0,0,0
2025-11-13,2025-11-20,2025-11-14,FEAT001,SEC012,Energy,-0.46301,-0.46301,-0.02389,0,0,0,0
2025-11-14,2025-11-21,2025-11-15,FEAT001,SEC012,Energy,-0.56834,-0.56834,-0.0462,0,0,0,0
2025-11-17,2025-11-24,2025-11-17,FEAT001,SEC012,Energy,-0.27297,-0.27297,-0.07706,0,0,0,0
2025-11-18,2025-11-25,2025-11-18,FEAT001,SEC012,Energy,-0.33728,-0.33728,-0.04743,0,0,0,0
2025-11-19,2025-11-26,2025-11-19,FEAT001,SEC012,Energy,-0.07058,-0.07058,-0.00332,0,0,0,0
2025-11-20,2025-11-27,2025-11-20,FEAT001,SEC012,Energy,-0.6254,-0.6254,-0.01827,0,0,0,0
2025-11-21,2025-11-28,2025-11-21,FEAT001,SEC012,Energy,-0.52807,-0.52807,-0.04505,0,0,0,0
2025-11-24,2025-12-01,2025-11-24,FEAT001,SEC012,Energy,-0.41971,-0.41971,0.04985,0,0,0,0
2025-11-25,2025-12-02,2025-11-26,FEAT001,SEC012,Energy,-0.26455,-0.26455,-0.03105,0,0,0,0
2025-11-26,2025-12-03,2025-11-27,FEAT001,SEC012,Energy,-0.39403,-0.39403,-0.06025,0,0,0,0
2025-11-27,2025-12-04,2025-11-27,FEAT001,SEC012,Energy,-0.46457,-0.46457,0.01536,0,0,0,0
2025-11-28,2025-12-05,2025-11-29,FEAT001,SEC012,Energy,-0.86017,-0.86017,-0.05036,0,0,0,0
2025-12-01,2025-12-08,2025-12-02,FEAT001,SEC012,Energy,-1.13418,-1.13418,-0.0499,0,0,0,0
2025-12-02,2025-12-09,2025-12-04,FEAT001,SEC012,Energy,-0.44658,-0.44658,0.03675,0,0,0,0
2025-12-03,2025-12-10,2025-12-03,FEAT001,SEC012,Energy,-0.26143,-0.26143,-0.03249,0,0,0,0
2025-12-04,2025-12-11,2025-12-04,FEAT001,SEC012,Energy,-0.63544,-0.63544,0.0037,0,0,0,0
2025-12-05,2025-12-12,2025-12-06,FEAT001,SEC012,Energy,0.0618,0.0618,0.08066,0,0,0,0
2025-12-08,2025-12-15,2025-12-10,FEAT001,SEC012,Energy,-0.30065,-0.30065,9e-05,0,0,0,0
2025-12-09,2025-12-16,2025-12-09,FEAT001,SEC012,Energy,-0.41494,-0.41494,-0.03337,0,0,0,0
2025-12-10,2025-12-17,2025-12-11,FEAT001,SEC012,Energy,-0.35088,-0.35088,-0.00477,0,0,0,0
2025-12-11,2025-12-18,2025-12-11,FEAT001,SEC012,Energy,0.0079,0.0079,0.01048,0,0,0,0
2025-12-12,2025-12-19,2025-12-13,FEAT001,SEC012,Energy,-0.452,-0.452,-0.0339,0,0,0,0
2025-12-15,2025-12-22,2025-12-15,FEAT001,SEC012,Energy,-0.39101,-0.39101,-0.05349,0,0,0,0
2025-12-16,2025-12-23,2025-12-16,FEAT001,SEC012,Energy,-0.74124,-0.74124,-0.04703,0,0,0,0
2025-12-17,2025-12-24,2025-12-18,FEAT001,SEC012,Energy,-0.34907,-0.34907,0.01503,0,0,0,0
